Model,Year,Kilometer,Location,Length,Width,Height,Fuel Tank Capacity,Log_Price,Engine_Value,Max_Power_Value,Max_Power_RPM,Max_Torque_Value,Max_Torque_RPM,Make_encoded,Drivetrain_encoded,Fuel_CNG,Fuel_Others,Fuel_Petrol,Transmission_is_Automatic,Color_Medium,Color_Premium,Color_Rare,Color_Silver,Color_Standard,Owner_First_Owner,Owner_Fourth_Plus_Owner,Owner_New,Owner_Second_Owner,Owner_Third_Owner,Seller_Commercial Registration,Seller_Corporate,Seating_2,Seating_4,Seating_6,Seating_7,Seating_8
Ciaz Delta 1.4 MT,2017,57000.000000000044,Delhi,4490.0,1730.0,1485.0,43.0,13.534473028231162,1373.0,90.99999999999997,6000.0,130.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X5 xDrive30d xLine,2020,21695.99999999998,Mumbai,4922.0,2004.0,1745.0,80.0,15.967272761223736,2993.0000000000027,261.99999999999994,4000.0,620.0,1500.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],2017,29999.99999999999,Delhi,3765.0,1660.0,1520.0,43.0,13.112313041550827,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto VXi,2011,50999.999999999985,Mumbai,3620.0,1491.0,1460.0,35.0,12.206072645530174,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Baleno Delta 1.2,2017,34908.00000000002,Mumbai,3995.0,1745.0,1500.0,37.0,13.190022025878143,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Creta 1.6 SX,2016,77999.99999999994,Bangalore,4270.0,1780.0,1630.0,60.0,13.85952648644279,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio S2,2016,41999.99999999999,Patna,4456.0,1820.0,1930.0,60.0,13.765269341527528,2522.999999999999,74.99999999999997,3200.0,200.0,1400.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Q5 2.0 TDI quattro Technology Pack,2016,57000.000000000044,Gurgaon,4629.0,1898.0,1653.0,75.0,14.805051751578022,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto LXi CNG,2009,56852.00000000003,Kanpur,3495.0,1491.0,1460.0,35.0,11.951180395901384,925.1908124790585,38.99999999999999,6200.0,54.0,3000.0,13.0876568212651,13.81,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alto 800 Lxi,2017,40564.00000000001,Jamshedpur,3395.0,1491.0,1475.0,35.0,12.56374708980199,925.1908124790585,46.99999999999999,6000.0,69.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio S10,2014,99000.00000000004,Ludhiana,4456.0,1820.0,1995.0,60.0,13.955272500339433,2179.000000000001,119.99999999999997,4000.0,280.0,1800.0,13.7548285741869,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
GLE 300d 4MATIC LWB,2020,17999.999999999993,Delhi,4924.0,2035.0,1772.0,93.0,15.918424455829252,1950.0000000000005,240.99999999999994,4200.0,500.0,1600.0,14.979287245081439,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q7 35 TDI Premium Plus + Sunroof,2012,118000.00000000009,Bangalore,5089.0,1983.0,1737.0,100.0,14.721750953984929,2966.9999999999995,240.99999999999994,3800.0,550.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
E-Class E 220d Exclusive [2019-2019],2022,16999.99999999999,Surat,5063.0,1860.0,1494.0,80.0,15.81021087118902,1950.0000000000005,192.0,3800.0,400.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Santro Magna [2018-2020],2019,30858.0,Hyderabad,3610.0,1645.0,1560.0,35.0,13.142164043914272,1085.9999999999998,68.00000000000001,5500.0,99.0,4500.0,13.332835658211609,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
B-class B180 Sports,2013,52000.000000000044,Delhi,4359.0,2010.0,1557.0,50.0,13.955272500339433,1594.9999999999998,119.99999999999997,5000.0,200.0,1250.0,14.979287245081439,13.81,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Superb L&K TDI AT,2019,7404.661098281211,Delhi,4861.0,1864.0,1483.0,66.0,14.978348818931655,1967.9999999999998,174.0,3600.0,350.0,1500.0,13.940173966008981,13.81,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Q5 2.0 TDI quattro Premium,2014,77999.99999999994,Ahmedabad,4629.0,1898.0,1653.0,75.0,14.346138809026444,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 SX Plus Special Edition,2015,138314.0,Hyderabad,4270.0,1780.0,1630.0,60.0,13.698976741708323,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XF 3.0 V6 Premium Luxury,2014,49234.99999999996,Bangalore,4370.0,1775.0,1550.0,50.0,15.02447090380125,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.766056716400424,13.81,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sunny XL,2012,57000.000000000044,Amritsar,4425.0,1695.0,1505.0,41.0,12.66032791780777,1497.9999999999998,98.00000000000004,6000.0,134.0,4000.0,13.343536423603807,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A4 2.0 TDI Sline,2013,71999.99999999996,Gurgaon,4370.0,1775.0,1550.0,50.0,13.521139497361697,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XUV500 W10,2015,138000.00000000006,Bangalore,4585.0,1890.0,1785.0,70.0,13.8878312195439,2179.000000000001,138.00000000000006,3750.0,330.0,1600.0,13.7548285741869,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Q7 35 TDI Premium + Sunroof,2014,42532.999999999985,Mumbai,5089.0,1983.0,1737.0,100.0,14.690979295318174,2966.9999999999995,240.99999999999994,3800.0,550.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Polo Comfortline 1.2L (P),2016,52599.99999999998,Varanasi,3971.0,1682.0,1469.0,45.0,12.959844447906553,1198.0,74.00000000000003,5400.0,110.0,3750.0,13.36190214923346,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Fortuner 3.0 4x2 AT,2013,124999.9999999999,Delhi,4705.0,1840.0,1850.0,80.0,13.8878312195439,2982.000000000002,169.0,3600.0,360.0,1400.0,14.103649799670542,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Wagon R VXi 1.0 [2019-2019],2018,50000.000000000015,Bhubaneswar,3655.0,1620.0,1675.0,32.0,12.948009990259552,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Compass Model S (O) Diesel 4x4 AT,2021,38000.000000000015,Pune,4405.0,1818.0,1640.0,60.0,14.897315728316002,1955.9999999999993,167.99999999999997,3750.0,350.0,1750.0,14.252383454646322,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Verna 1.6 VTVT SX,2018,16339.00000000001,Kolkata,4375.0,1700.0,1475.0,43.0,13.527828485512494,1590.9999999999998,121.00000000000003,6300.0,158.0,4200.0,13.332835658211609,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q3 2.0 TDI quattro Premium,2012,69499.99999999996,Ahmedabad,4385.0,1831.0,1608.0,64.0,14.144814305106875,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elantra 2.0 SX (O) AT,2019,21999.999999999993,Mumbai,4570.0,1800.0,1465.0,50.0,14.197365800433305,1998.9999999999993,149.99999999999997,6200.0,192.0,4000.0,13.332835658211609,13.81,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
XC40 T4 R-Design,2020,16519.000000000015,Mumbai,4425.0,1863.0,1652.0,54.0,15.29711509888849,1969.0,187.00000000000003,5000.0,300.0,1300.0,14.426292544644863,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Wagon R LXi Minor,2008,50000.000000000015,Varanasi,3520.0,1491.0,1690.0,35.0,11.982929094215963,1060.9999999999998,66.99999999999997,6200.0,84.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Q3 35 TDI Premium,2015,80000.0,Chennai,4385.0,1831.0,1608.0,64.0,14.389310980891652,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
M-Class ML 250 CDI,2014,84999.99999999996,Delhi,4804.0,2035.0,1796.0,70.0,14.626440774180603,2143.0000000000005,202.99999999999997,4200.0,500.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wagon R VXI,2015,44999.999999999985,Ranchi,3599.0,1495.0,1700.0,35.0,12.644327576461329,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift ZXi AMT [2018-2019],2019,11874.000000000004,Mumbai,3840.0,1735.0,1530.0,37.0,13.493926933836812,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3-Series 320d Luxury Line,2019,28999.999999999996,Delhi,4633.0,1811.0,1429.0,57.0,15.238618892206881,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Verna Fluidic 1.6 VTVT SX Opt AT,2019,38000.000000000015,Bangalore,4370.0,1700.0,1475.0,43.0,13.981024996441848,1590.9999999999998,121.00000000000003,6300.0,158.0,4200.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X5 xDrive 30d M Sport,2015,86998.99999999997,Mohali,4886.0,1938.0,1762.0,50.0,14.905754596961867,2993.0000000000027,258.0,4000.0,560.0,1500.0,14.970197610360676,13.81,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 520d Sedan,2013,195000.00000000006,Hyderabad,4899.0,2035.0,1464.0,50.0,14.214286677921642,1995.0000000000007,184.00000000000006,4000.0,380.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R VXI,2018,66793.99999999997,Kolkata,3599.0,1495.0,1700.0,35.0,12.873902018105829,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M-Class ML 250 CDI,2014,105100.99999999991,Vadodara,4804.0,2035.0,1796.0,70.0,14.648419680899378,2143.0000000000005,202.99999999999997,4200.0,500.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hector Plus Sharp 1.5 DCT Petrol,2021,10000.00000000001,Faridabad,4720.0,1835.0,1760.0,60.0,14.444119217386648,1451.0,141.00000000000003,5000.0,250.0,1600.0,14.235879202727373,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Amaze VX CVT 1.2 Petrol,2021,8700.000000000004,Mangalore,3995.0,1695.0,1501.0,35.0,13.67509840424753,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elite i20 Asta 1.4 CRDI [2016-2017],2020,29999.99999999999,Ahmedabad,3985.0,1734.0,1505.0,45.0,13.617058399727497,1396.0,88.99999999999999,4000.0,220.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Quanto C4,2013,60000.000000000015,Kolkata,3985.0,1850.0,1880.0,55.0,12.425208175446844,1493.0,100.00000000000004,3750.0,240.0,1600.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
C-Class C 200 Progressive [2018-2020],2022,7404.661098281211,Delhi,4686.0,1810.0,1442.0,66.0,15.404745763080856,1497.0000000000007,181.00000000000006,5800.0,280.0,1600.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLS 350 d,2018,87199.99999999996,Bangalore,5130.0,1934.0,1850.0,100.0,15.789591583986283,2987.000000000002,254.99999999999991,3400.0,620.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Rapid Ambition 1.6 TDI CR MT,2016,124000.00000000007,Coimbatore,4386.0,1699.0,1466.0,55.0,13.369223455335854,1598.0,104.99999999999997,4400.0,250.0,2500.0,13.940173966008981,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
i10 Era 1.1 iRDE2 [2010-2017],2012,48568.0,Mumbai,3585.0,1595.0,1550.0,35.0,12.429216196844383,1085.9999999999998,68.00000000000001,5500.0,99.08,4500.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City SV Diesel,2014,75000.00000000004,Kanpur,4440.0,1695.0,1495.0,40.0,12.959844447906553,1497.9999999999998,98.99999999999999,3600.0,200.0,1750.0,13.247622182348156,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ecosport Ambiente 1.5L TDCi,2016,62590.99999999995,Mumbai,3998.0,1765.0,1647.0,52.0,13.279367126213993,1497.9999999999998,98.99999999999999,3750.0,205.0,1750.0,13.701192212433263,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Verna Fluidic 1.6 VTVT SX,2011,73000.00000000003,Delhi,4370.0,1700.0,1475.0,43.0,12.86099861326992,1590.9999999999998,121.00000000000003,6300.0,158.0,4200.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Verna 1.6 CRDI SX (O),2018,96999.99999999999,Jaipur,4375.0,1700.0,1475.0,43.0,13.976778705560397,1581.9999999999993,126.0,4000.0,260.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Accent Executive,2015,41272.999999999985,Mumbai,4250.0,1670.0,1370.0,45.0,12.89921982609012,1494.9999999999995,94.0,5500.0,125.0,3500.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VDI,2015,55000.00000000004,Dehradun,3995.0,1695.0,1555.0,42.0,13.038979594549872,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Swift DZire VXI,2014,30183.000000000025,Mumbai,3995.0,1695.0,1555.0,42.0,13.028052697933088,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Corolla Altis 1.8 G,2011,76999.99999999997,Faridabad,4540.0,1760.0,1480.0,55.0,12.834681304952548,1794.0,131.99999999999997,6000.0,170.0,4200.0,14.103649799670542,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto 800 Lxi,2017,45599.99999999998,Jamshedpur,3395.0,1491.0,1475.0,35.0,12.560244459250788,925.1908124790585,46.99999999999999,6000.0,69.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLE 300d 4MATIC LWB,2020,50000.000000000015,Navi Mumbai,4924.0,2035.0,1772.0,93.0,15.931766072766827,1950.0000000000005,240.99999999999994,4200.0,500.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rapid 1.6 MPI Active,2018,46999.99999999999,Coimbatore,4386.0,1699.0,1466.0,55.0,13.687677186454389,1598.0,103.99999999999999,5250.0,153.0,3800.0,13.940173966008981,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polo Highline1.5L (D),2014,54000.00000000001,Bangalore,3971.0,1682.0,1469.0,45.0,13.345506928718539,1497.9999999999998,88.99999999999999,4200.0,230.0,1500.0,13.36190214923346,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Eeco 7 STR [2019-2020],2019,40309.99999999996,Pune,3675.0,1491.0,1800.0,40.0,13.151922179645874,1195.9999999999998,72.99999999999999,6000.0,101.0,3000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
A6 35 TDI Matrix,2018,35999.99999999998,Pune,4933.0,1874.0,1455.0,75.0,15.285916261702818,1967.9999999999998,190.0,3800.0,400.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polo GT TSI,2017,41417.00000000004,Bangalore,3971.0,1682.0,1469.0,45.0,13.758939148274262,1196.9999999999995,103.00000000000001,5000.0,175.0,1500.0,13.36190214923346,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Tigor XZA Plus,2021,9000.0,Pune,3993.0,1677.0,1532.0,35.0,13.58609739363647,1198.9999999999998,83.99999999999999,6000.0,113.0,3300.0,13.539726337744348,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vitara Brezza VDi (O) [2016-2018],2018,63999.99999999997,Lucknow,3995.0,1790.0,1640.0,48.0,13.422467969854667,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bolero SLX 2WD,2012,88500.0,Panchkula,4370.0,1775.0,1550.0,50.0,12.845291484064564,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,2020,17999.999999999993,Ghaziabad,3805.0,1680.0,1520.0,60.0,13.45166712454693,1196.9999999999995,68.00000000000001,6000.0,95.0,4000.0,13.332835658211609,13.81,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio S5 2WD 7 STR,2018,31999.999999999993,Patna,4456.0,1820.0,1995.0,60.0,13.968231644981937,2179.000000000001,119.99999999999997,4000.0,280.0,1800.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Swift ZDi Plus,2019,80849.00000000001,Hyderabad,3840.0,1735.0,1530.0,37.0,13.560618308335483,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R-Class R350 4MATIC,2012,44724.00000000004,Bangalore,5157.0,2035.0,1659.0,80.0,14.725783217512866,3165.290134357197,272.0000000000001,6000.0,350.0,5000.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Verna Fluidic 1.6 CRDi SX,2014,65122.99999999998,Patna,4370.0,1700.0,1475.0,43.0,13.296316684527767,1581.9999999999993,126.0,4000.0,260.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R VXI+ AMT,2016,70000.00000000001,Ahmedabad,3636.0,1491.0,1670.0,35.0,12.84792653170257,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VXI AT,2017,44099.99999999998,Mumbai,3995.0,1695.0,1555.0,42.0,13.296316684527767,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Jazz V AT Petrol,2016,80000.0,Delhi,3955.0,1694.0,1544.0,40.0,13.296316684527767,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 530i Sport Line,2018,31999.999999999993,Mumbai,4936.0,1868.0,1479.0,57.0,15.2624295409006,1997.999999999999,248.00000000000009,5200.0,350.0,1450.0,14.970197610360676,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift VDi,2015,36528.0,Varanasi,3850.0,1695.0,1530.0,42.0,12.959844447906553,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rapid Ambition 1.6 TDI CR MT,2016,117047.99999999991,Hyderabad,4386.0,1699.0,1466.0,55.0,13.521139497361697,1598.0,104.99999999999997,4400.0,250.0,2500.0,13.940173966008981,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Endeavour Titanium 3.2 4x4 AT,2018,35000.00000000001,Ludhiana,4892.0,1860.0,1837.0,80.0,15.053884789007542,3165.290134357197,197.0,3000.0,470.0,1750.0,13.701192212433263,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Alto LXi BS-III,2008,19759.000000000015,Chennai,3495.0,1491.0,1460.0,35.0,12.14950229404178,925.1908124790585,46.99999999999999,6200.0,62.0,3000.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta SX (O) 1.5 Diesel [2020-2022],2020,35000.00000000001,Dehradun,4300.0,1790.0,1635.0,50.0,14.360737608447597,1493.0,113.00000000000003,4000.0,250.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i20 Active 1.4 S,2016,70500.0,Jamshedpur,3995.0,1760.0,1555.0,45.0,13.208541073645382,1396.0,88.99999999999999,4000.0,220.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
718 Boxster,2018,7404.661098281211,Hyderabad,4379.0,1801.0,1281.0,54.0,16.204273347199372,1988.0000000000007,295.0000000000001,6500.0,380.0,2150.0,15.073386981633433,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
TUV300 T8,2016,92000.00000000007,Kanpur,3995.0,1835.0,1839.0,60.0,13.304684934198283,1493.0,83.99999999999999,3750.0,230.0,1500.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Q7 45 TDI Technology Pack,2017,44999.999999999985,Pune,5052.0,1968.0,1740.0,75.0,15.464169183551656,2966.9999999999995,245.0000000000001,2910.0,600.0,1500.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Swift VXi [2014-2017],2019,25999.999999999985,Lucknow,3850.0,1695.0,1530.0,42.0,13.287877815881902,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 520d Luxury Line [2017-2019],2018,60474.00000000004,Coimbatore,4936.0,1868.0,1479.0,65.0,15.2717972909042,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kwid 1.0 RXT [2016-2019],2017,43000.00000000002,Hyderabad,3679.0,1579.0,1478.0,28.0,12.948009990259552,999.0000000000003,66.99999999999997,5500.0,91.0,4250.0,13.085894547754995,13.81,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
DZire VDi,2018,66000.0,Pune,3995.0,1735.0,1515.0,37.0,13.592367006650065,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VXI,2016,73999.99999999997,Ranchi,3995.0,1695.0,1555.0,42.0,13.060487973686241,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
E-Class E 200 Avantgarde,1988,70999.99999999994,Dehradun,5063.0,1860.0,1494.0,80.0,14.077874822431765,1990.999999999999,181.00000000000006,5500.0,300.0,1200.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
City 1.5 S AT,2009,70199.99999999999,Mumbai,4420.0,1695.0,1480.0,42.0,12.594730635321957,1497.0000000000007,118.00000000000004,6600.0,146.0,4600.0,13.247622182348156,13.81,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Creta SX 1.6 AT Petrol,2019,9576.000000000005,Bangalore,4270.0,1780.0,1665.0,55.0,14.204168547756057,1590.9999999999998,122.00000000000003,6400.0,151.0,4850.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q5 3.0 TDI quattro,2009,63300.00000000005,Delhi,4628.0,1879.0,1651.0,75.0,13.623138665316818,2966.9999999999995,239.99999999999997,4000.0,500.0,1500.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
