Model,Year,Kilometer,Location,Length,Width,Height,Fuel Tank Capacity,Log_Price,Engine_Value,Max_Power_Value,Max_Power_RPM,Max_Torque_Value,Max_Torque_RPM,Make_encoded,Drivetrain_encoded,Fuel_CNG,Fuel_Others,Fuel_Petrol,Transmission_is_Automatic,Color_Medium,Color_Premium,Color_Rare,Color_Silver,Color_Standard,Owner_First_Owner,Owner_Fourth_Plus_Owner,Owner_New,Owner_Second_Owner,Owner_Third_Owner,Seller_Commercial Registration,Seller_Corporate,Seating_2,Seating_4,Seating_6,Seating_7,Seating_8
Eeco 5 STR WITH A/C+HTR [2019-2020],2020,41441.00000000002,Bangalore,3675.0,1491.0,1800.0,40.0,13.190022025878143,1195.9999999999998,72.99999999999999,6000.0,101.0,3000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Nexon XM,2019,32999.99999999999,Delhi,3994.0,1811.0,1607.0,44.0,13.527828485512494,1198.0,108.00000000000003,5000.0,170.0,1750.0,13.539726337744348,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Q7 45 TDI Premium Plus,2017,23999.99999999999,Gurgaon,5052.0,1968.0,1740.0,75.0,15.520258650202699,2966.9999999999995,245.0000000000001,2910.0,600.0,1500.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Safari 2.2 EX 4x2,2013,96999.99999999999,Ambala Cantt,4655.0,1965.0,1922.0,55.0,12.834681304952548,2179.000000000001,138.00000000000006,4000.0,320.0,1700.0,13.539726337744348,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Alcazar Signature (O) 6 STR 2.0 Petrol AT,2021,23999.99999999999,Mumbai,4500.0,1790.0,1675.0,50.0,14.576316386998034,1998.9999999999993,156.99999999999994,6500.0,191.0,4500.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Kiger RXT Turbo CVT,2021,12999.999999999995,Dehradun,3991.0,1750.0,1605.0,40.0,13.592367006650065,999.0000000000003,98.99999999999999,5000.0,152.0,2200.0,13.085894547754995,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift VDi,2011,120000.00000000004,Hyderabad,3850.0,1695.0,1530.0,42.0,12.834681304952548,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Elite i20 Asta 1.2 AT,2018,33646.99999999999,Mumbai,3985.0,1734.0,1505.0,40.0,13.527828485512494,1196.9999999999995,82.00000000000001,6000.0,115.0,4000.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Amaze 1.2 VX AT i-VTEC,2014,29441.99999999998,Mumbai,3990.0,1680.0,1505.0,35.0,13.049792684569493,1198.0,87.0,6000.0,109.0,4500.0,13.247622182348156,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Eon D-Lite +,2014,25000.000000000004,Meerut,3495.0,1550.0,1500.0,32.0,12.429216196844383,925.1908124790585,55.000000000000014,5500.0,75.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ritz Vdi BS-IV,2012,54948.000000000044,Mangalore,3715.0,1680.0,1620.0,43.0,13.005829561148378,1248.0000000000005,74.99999999999997,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Terrano XL D Plus,2014,84999.99999999996,Hyderabad,4331.0,1822.0,1671.0,50.0,13.017002861746503,1461.0000000000002,83.99999999999999,3750.0,200.0,1900.0,13.343536423603807,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Verna Fluidic 1.6 CRDi SX,2013,107000.00000000003,Chandigarh,4370.0,1700.0,1475.0,43.0,13.091902108061824,1581.9999999999993,126.0,4000.0,260.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Santa Fe 2WD AT [2014-2017],2014,99000.00000000004,Delhi,4690.0,1880.0,1690.0,64.0,13.681979165339751,2199.0,194.00000000000003,3800.0,437.0,1800.0,13.332835658211609,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
BR-V V CVT Petrol,2018,54000.00000000001,Kolkata,4453.0,1735.0,1666.0,42.0,13.521139497361697,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
XUV300 1.5 W6 [2019-2020],2020,57400.00000000004,Agra,3995.0,1821.0,1627.0,42.0,13.764217263576723,1497.0000000000007,115.00000000000001,3750.0,300.0,1500.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ritz Ldi BS-IV,2011,75000.00000000004,Kanpur,3715.0,1680.0,1620.0,43.0,12.180754837545884,1248.0000000000005,74.99999999999997,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Innova 2.4 VX 8 STR [2016-2020],2018,35123.00000000001,Patna,4735.0,1830.0,1795.0,55.0,14.506154608306101,2392.999999999999,147.99999999999994,3400.0,343.0,1400.0,14.103649799670542,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],2020,17999.999999999993,Mumbai,4300.0,1790.0,1635.0,50.0,14.444119217386648,1352.9999999999995,138.00000000000006,6000.0,242.0,1500.0,13.332835658211609,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3-Series 320d Luxury Line,2018,75000.00000000004,Coimbatore,4633.0,1811.0,1429.0,57.0,14.897315728316002,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harrier XZ [2019-2020],2019,68757.99999999994,Hyderabad,4598.0,1894.0,1706.0,50.0,14.360737608447597,1955.9999999999993,138.00000000000006,3750.0,350.0,1750.0,13.539726337744348,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S-Class 350 L,2011,25999.999999999985,Delhi,5226.0,2035.0,1479.0,90.0,14.430696197054507,3165.290134357197,272.0000000000001,6300.0,345.0,4500.0,14.979287245081439,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Redigo T(O) 1.0,2020,7519.999999999994,Bangalore,3429.0,1560.0,1541.0,28.0,12.959844447906553,999.0000000000003,66.99999999999997,5500.0,91.0,4250.0,13.076001247571691,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
i20 Sportz 1.2,2013,29135.000000000022,Panchkula,3995.0,1710.0,1505.0,45.0,12.834681304952548,1196.9999999999995,83.00000000000003,6000.0,113.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A-Class Sedan 200d,2021,7404.661098281211,Delhi,4549.0,1796.0,1446.0,43.0,15.250595083253597,1950.0000000000005,146.99999999999997,3400.0,320.0,1400.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Jazz V AT Petrol,2017,48649.99999999998,Mumbai,3955.0,1694.0,1544.0,40.0,13.422467969854667,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Innova 2.5 G 8 STR BS-III,2010,120000.00000000004,Ranchi,4370.0,1775.0,1550.0,50.0,12.983099011217604,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.103649799670542,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 SX (O),2015,63999.99999999997,Ahmedabad,4270.0,1780.0,1630.0,60.0,13.67739725583464,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ertiga ZXi AT,2019,21894.000000000015,Delhi,4395.0,1735.0,1690.0,45.0,13.805460222110773,1461.9999999999995,103.00000000000001,6000.0,138.0,4400.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Alcazar Platinum 7 STR 1.5 Diesel,2021,25999.999999999985,Zirakpur,4500.0,1790.0,1675.0,50.0,14.375126345899696,1493.0,113.00000000000003,4000.0,250.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A6 2.0 TDI Premium,2012,41999.99999999999,Raipur,4915.0,1874.0,1455.0,65.0,14.214286677921642,1967.9999999999998,176.99999999999994,3750.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thar LX 4-STR Hard Top Petrol AT,2021,7404.661098281211,Mumbai,3985.0,1820.0,1844.0,57.0,14.352003928478842,1997.0,149.99999999999997,5000.0,320.0,1500.0,13.7548285741869,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A3 35 TDI Premium Plus,2014,85899.99999999993,Agra,4456.0,1796.0,1416.0,50.0,14.144814305106875,1967.9999999999998,141.00000000000003,3500.0,320.0,1750.0,14.645617786857711,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Seltos GTX Plus AT 1.4 [2019-2020],2019,57600.000000000044,Chennai,4315.0,1800.0,1645.0,50.0,14.214286677921642,1352.9999999999995,138.00000000000006,6000.0,242.0,1500.0,14.082939331174831,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],2022,22999.999999999996,Delhi,4300.0,1790.0,1635.0,50.0,14.375126345899696,1352.9999999999995,138.00000000000006,6000.0,242.0,1500.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ciaz ZDi SHVS,2015,60999.999999999956,Allahabad,4490.0,1730.0,1485.0,43.0,13.345506928718539,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elite i20 Magna 1.2,2015,67000.0,Hyderabad,3985.0,1734.0,1505.0,45.0,13.262125319779487,1196.9999999999995,82.00000000000001,6000.0,115.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elite i20 Asta 1.4 (O) CRDi,2016,75210.00000000003,Ahmedabad,3985.0,1734.0,1505.0,40.0,13.235692062711331,1396.0,88.99999999999999,4000.0,220.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elite i20 Sportz 1.4 CRDI,2017,64999.999999999956,Kheda,3985.0,1734.0,1505.0,45.0,13.322852238153732,1396.0,88.99999999999999,4000.0,220.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto LXi CNG,2011,90341.99999999997,Ambala Cantt,3495.0,1491.0,1460.0,35.0,11.951180395901384,925.1908124790585,38.99999999999999,6200.0,54.0,3000.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KUV100 K6 D 6 STR [2016-2017],2016,53376.00000000002,Bangalore,3675.0,1715.0,1655.0,35.0,13.112313041550827,1198.0,77.00000000000001,3750.0,190.0,1750.0,13.7548285741869,13.81,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Swift DZire VDI,2015,90000.00000000001,Ludhiana,3995.0,1695.0,1555.0,42.0,13.122363377404328,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vitara Brezza ZDi,2018,29999.99999999999,Patna,3995.0,1790.0,1640.0,48.0,13.593616226050496,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ignis Delta 1.2 AMT,2017,35999.99999999998,Delhi,3700.0,1690.0,1595.0,32.0,13.235692062711331,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,13.0876568212651,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Kwid 1.0 RXT [2016-2019],2016,25999.999999999985,Mumbai,3679.0,1579.0,1478.0,28.0,12.608198852372823,999.0000000000003,66.99999999999997,5500.0,91.0,4250.0,13.085894547754995,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S-Cross Alpha 1.6,2019,31056.0,Hyderabad,4300.0,1765.0,1590.0,48.0,13.876605657324085,1598.0,118.00000000000004,3750.0,320.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 SX Plus AT,2015,68565.99999999997,Ahmedabad,4270.0,1780.0,1630.0,60.0,13.830399170458024,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto VXi,2012,37000.00000000001,Kolkata,3620.0,1491.0,1460.0,35.0,12.128111104060462,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
C-Class Cabriolet C 300,2020,20999.99999999998,Gurgaon,4686.0,1810.0,1409.0,59.0,15.687312734865866,1990.999999999999,240.99999999999994,5500.0,370.0,1300.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A6 2.0 TFSi Technology Pack,2021,20000.000000000015,Bangalore,4915.0,1874.0,1455.0,75.0,15.789591583986283,1983.9999999999993,180.0,4000.0,320.0,1500.0,14.645617786857711,13.81,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Amaze 1.5 E i-DTEC,2013,79500.00000000004,Pune,3990.0,1680.0,1505.0,35.0,12.959844447906553,1497.9999999999998,98.99999999999999,3600.0,200.0,1750.0,13.247622182348156,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Duster 110 PS RxL,2016,64999.999999999956,Delhi,4315.0,1822.0,1695.0,50.0,13.444446876573442,1461.0000000000002,108.00000000000003,3900.0,248.0,2250.0,13.085894547754995,13.81,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
S-Presso VXi Plus,2021,38848.000000000015,Panchkula,3565.0,1520.0,1564.0,27.0,12.959844447906553,998.0000000000002,66.99999999999997,5500.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto VXi (O) [2014-2019],2011,71999.99999999996,Kanpur,3545.0,1491.0,1475.0,35.0,11.982929094215963,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5-Series 520d Sedan,2013,121000.00000000003,Kanpur,4899.0,2035.0,1464.0,50.0,14.151982794585487,1995.0000000000007,184.00000000000006,4000.0,380.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
E-Class E350 CDI Avantgarde,2010,120000.00000000004,Pune,4868.0,1854.0,1471.0,80.0,13.955272500339433,2987.000000000002,230.99999999999994,3800.0,540.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Baleno Delta 1.3,2016,87999.99999999996,Kanpur,3995.0,1745.0,1500.0,37.0,13.217673557208654,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i10 Sportz 1.2 Kappa2,2016,28000.00000000002,Mumbai,3585.0,1595.0,1550.0,35.0,12.886641043883259,1196.9999999999995,79.0,6000.0,112.7619,4000.0,13.332835658211609,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Venue S 1.0 AT Petrol [2019-2020],2019,43600.00000000004,Allahabad,3995.0,1770.0,1605.0,45.0,13.527828485512494,998.0000000000002,118.00000000000004,6000.0,172.0,1500.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Celerio ZXi AMT [2019-2020],2016,11471.000000000002,Bangalore,3695.0,1600.0,1560.0,35.0,13.251635713108469,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Alto VXi [2014-2019],2016,63999.99999999997,Ranchi,3545.0,1491.0,1475.0,35.0,12.409013489526863,998.0000000000002,66.99999999999997,6000.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
City 1.5 V AT,2011,68999.99999999997,Bangalore,4420.0,1695.0,1480.0,42.0,13.217673557208654,1497.0000000000007,118.00000000000004,6600.0,146.0,4600.0,13.247622182348156,13.81,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XUV300 1.5 W6 [2019-2020],2021,26999.999999999978,Delhi,3995.0,1821.0,1627.0,42.0,13.779883380321124,1497.0000000000007,115.00000000000001,3750.0,300.0,1500.0,13.7548285741869,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X7 xDrive40i M Sport,2021,9500.000000000005,Chandigarh,5151.0,2000.0,1805.0,83.0,16.34123920227253,2997.9999999999977,334.99999999999994,5500.0,450.0,1500.0,14.970197610360676,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
C-Class C 220d Progressive [2018-2019],2019,32999.99999999999,Delhi,4686.0,1810.0,1442.0,66.0,15.176487111099874,1950.0000000000005,192.0,3800.0,400.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Countryman Cooper D,2013,50299.99999999998,Delhi,4097.0,1789.0,1561.0,47.0,14.077874822431765,1995.0000000000007,111.99999999999996,4200.0,270.0,1750.0,14.516270808655126,13.81,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swift VXi [2014-2017],2019,28999.999999999996,Kolkata,3850.0,1695.0,1530.0,42.0,13.217673557208654,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Etios GD,2013,75000.00000000004,Kanpur,4265.0,1695.0,1510.0,45.0,12.611537753638338,1364.0000000000005,68.00000000000001,3600.0,170.0,2400.0,14.103649799670542,13.81,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Scorpio S5 2WD 7 STR,2019,46000.000000000044,Patna,4456.0,1820.0,1995.0,60.0,14.015180753092842,2179.000000000001,119.99999999999997,4000.0,280.0,1800.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Etios 1.2 G,2015,32545.0,Kolkata,3895.0,1735.0,1555.0,45.0,12.983099011217604,1196.9999999999995,79.0,5600.0,104.0,3100.0,14.103649799670542,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R LXi,2011,40999.99999999999,Pune,3539.0,1491.0,1700.0,35.0,12.487485104968359,998.0000000000002,68.00000000000001,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Verna SX (O) AT Anniversary Edition 1.6 VTVT,2018,53300.0,Thane,4440.0,1729.0,1475.0,45.0,13.790192749979985,1590.9999999999998,121.00000000000003,6400.0,151.0,4850.0,13.332835658211609,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Eon Magna +,2018,33999.99999999999,Hyderabad,3495.0,1550.0,1500.0,32.0,12.911642346088676,925.1908124790585,55.000000000000014,5500.0,75.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Cooper D 5 Door,2020,19759.000000000015,Coimbatore,3982.0,1727.0,1425.0,44.0,15.093662760464461,1495.9999999999993,114.00000000000003,4000.0,270.0,1750.0,14.516270808655126,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorpio S11 2WD 7 STR,2018,56499.99999999996,Lucknow,4456.0,1820.0,1995.0,60.0,14.115615150414612,2179.000000000001,139.99999999999994,3750.0,320.0,1500.0,13.7548285741869,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Q5 40 TDI Premium Plus,2020,17999.999999999993,Delhi,4663.0,1893.0,1659.0,70.0,15.314016909691093,1967.9999999999998,188.0,3800.0,400.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hector Sharp 1.5 DCT Petrol [2019-2020],2021,16999.99999999999,Delhi,4655.0,1835.0,1760.0,60.0,14.452086857935155,1451.0,141.00000000000003,5000.0,250.0,1600.0,14.235879202727373,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M-Class ML 250 CDI,2015,103000.00000000001,Mumbai,4804.0,2035.0,1796.0,70.0,14.71159858252091,2143.0000000000005,202.99999999999997,4200.0,500.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Duster 110 PS RxZ Diesel,2014,70000.00000000001,Delhi,4315.0,1822.0,1695.0,50.0,12.936033799212835,1461.0000000000002,108.00000000000003,3900.0,248.0,2250.0,13.085894547754995,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VXI,2017,75000.00000000004,Kanpur,3995.0,1695.0,1555.0,42.0,13.017002861746503,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SLK-Class SLK 200 K,2010,34105.000000000015,Mumbai,4082.0,1777.0,1297.0,70.0,14.690979295318174,1796.0000000000007,164.99999999999994,5500.0,240.0,3000.0,14.979287245081439,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Thar LX 4-STR Hard Top Diesel AT,2022,10999.999999999993,Mumbai,3985.0,1820.0,1844.0,57.0,14.417090544998729,2184.0000000000005,129.99999999999997,3750.0,300.0,1600.0,13.7548285741869,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Celerio LDi [2015-2017],2017,65821.99999999994,Lucknow,3600.0,1600.0,1560.0,35.0,12.608198852372823,925.1908124790585,46.0,3500.0,125.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Elite i20 Sportz 1.2 (O),2017,51349.000000000044,Nagpur,3985.0,1734.0,1505.0,45.0,13.322852238153732,1196.9999999999995,82.00000000000001,6000.0,115.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Kwid RXT [2015-2019],2017,15506.99999999999,Thane,3679.0,1579.0,1478.0,28.0,12.66032791780777,925.1908124790585,53.00000000000001,5678.0,72.0,4386.0,13.085894547754995,13.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vitara Brezza ZDi,2018,84999.99999999996,Hyderabad,3995.0,1790.0,1640.0,48.0,13.652991628466498,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kwid RXT [2015-2019],2016,57159.00000000002,Varanasi,3679.0,1579.0,1478.0,28.0,12.449014902564246,925.1908124790585,53.00000000000001,5678.0,72.0,4386.0,13.085894547754995,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift ZDi Plus,2018,28851.000000000015,Kolkata,3840.0,1735.0,1530.0,37.0,13.270783382522602,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
XF 3.0 V6 Premium Luxury,2015,62644.99999999995,Hyderabad,4370.0,1775.0,1550.0,50.0,14.790070197962406,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.766056716400424,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S-Cross Zeta 1.3,2020,55055.00000000001,Ludhiana,4300.0,1785.0,1595.0,48.0,13.764217263576723,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLS 400 4MATIC,2017,80000.0,Delhi,5130.0,1934.0,1850.0,100.0,15.598901777521812,2996.0000000000023,329.0,5250.0,480.0,1600.0,14.979287245081439,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Santro Era,2019,31999.999999999993,Zirakpur,3610.0,1645.0,1560.0,35.0,12.923909999653127,1085.9999999999998,68.00000000000001,5500.0,99.0,4500.0,13.332835658211609,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 S Plus AT,2017,70000.00000000001,Bangalore,4270.0,1780.0,1630.0,60.0,14.133964289082808,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vitara Brezza ZDi+ Dual Tone [2017-2018],2017,80000.0,Kanpur,3995.0,1790.0,1640.0,48.0,13.500799813124575,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7-Series 730Ld,2014,133272.99999999994,Pune,5219.0,1902.0,1481.0,50.0,14.978661367769956,2993.0000000000027,258.0,4000.0,560.0,1500.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
