Model,Year,Kilometer,Location,Length,Width,Height,Fuel Tank Capacity,Engine_Value,Max_Power_Value,Max_Power_RPM,Max_Torque_Value,Max_Torque_RPM,Make_encoded,Drivetrain_encoded,Fuel_CNG,Fuel_Others,Fuel_Petrol,Transmission_is_Automatic,Color_Medium,Color_Premium,Color_Rare,Color_Silver,Color_Standard,Owner_First_Owner,Owner_Fourth_Plus_Owner,Owner_New,Owner_Second_Owner,Owner_Third_Owner,Seller_Commercial Registration,Seller_Corporate,Seating_2,Seating_4,Seating_6,Seating_7,Seating_8
Q3 35 TDI Premium,2015,80000.0,Chennai,4385.0,1831.0,1608.0,64.0,1967.9999999999998,174.0,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],2020,17999.999999999993,Mumbai,4300.0,1790.0,1635.0,50.0,1352.9999999999995,138.00000000000006,6000.0,242.0,1500.0,13.332835658211609,13.81,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XUV500 W10,2016,86000.00000000001,Lucknow,4585.0,1890.0,1785.0,70.0,2179.000000000001,138.00000000000006,3750.0,330.0,1600.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
City VX,2016,63088.00000000004,Jaipur,4440.0,1695.0,1495.0,40.0,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tiguan AllSpace 2.0 TSI,2021,25000.000000000004,Mumbai,4701.0,1839.0,1674.0,60.0,1983.9999999999993,188.0,4200.0,320.0,1500.0,13.36190214923346,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
City V CVT Petrol [2017-2019],2019,17999.999999999993,Delhi,4440.0,1695.0,1495.0,40.0,1497.0000000000007,117.00000000000003,6600.0,145.0,4600.0,13.247622182348156,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i10 Era 1.1 iRDE2 [2010-2017],2012,48568.0,Mumbai,3585.0,1595.0,1550.0,35.0,1085.9999999999998,68.00000000000001,5500.0,99.08,4500.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto 800 Lxi,2017,52100.00000000003,Lucknow,3395.0,1491.0,1475.0,35.0,925.1908124790585,46.99999999999999,6000.0,69.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City 1.5 S MT,2009,80000.0,Mohali,4420.0,1695.0,1480.0,42.0,1497.0000000000007,118.00000000000004,6600.0,146.0,4600.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
XUV500 W10,2015,138000.00000000006,Bangalore,4585.0,1890.0,1785.0,70.0,2179.000000000001,138.00000000000006,3750.0,330.0,1600.0,13.7548285741869,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
E-Class E 200,2016,61158.99999999996,Mumbai,4879.0,1854.0,1474.0,80.0,1990.999999999999,184.00000000000006,5500.0,300.0,1200.0,14.979287245081439,13.81,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E-Class 200 K Classic,2007,39000.0,Ludhiana,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.979287245081439,13.81,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
X1 sDrive20d Expedition,2017,40999.99999999999,Hyderabad,4439.0,1821.0,1612.0,51.0,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ertiga VDi 1.3 Diesel,2018,44152.99999999996,Patna,4395.0,1735.0,1690.0,45.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Ignis Zeta 1.2 AMT,2017,40878.999999999985,Mumbai,3700.0,1690.0,1595.0,32.0,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,13.0876568212651,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Endeavour Titanium 2.0 4x2 AT,2020,20000.000000000015,Karnal,4903.0,1869.0,1837.0,80.0,1996.0000000000007,167.99999999999997,3500.0,420.0,2000.0,13.701192212433263,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2018,44999.999999999985,Mumbai,3765.0,1660.0,1520.0,43.0,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
X5 xDrive30d xLine,2020,28999.999999999996,Delhi,4922.0,2004.0,1745.0,80.0,2993.0000000000027,261.99999999999994,4000.0,620.0,1500.0,14.970197610360676,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Elite i20 Asta 1.4 (O) CRDi,2016,75210.00000000003,Ahmedabad,3985.0,1734.0,1505.0,40.0,1396.0,88.99999999999999,4000.0,220.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Etios Liva VD Dual Tone,2017,86005.99999999994,Gurgaon,3884.0,1695.0,1510.0,45.0,1364.0000000000005,66.99999999999997,3800.0,170.0,1800.0,14.103649799670542,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tiago Revotron XE [2016-2019],2017,46992.00000000004,Gurgaon,3746.0,1647.0,1535.0,35.0,1198.9999999999998,83.99999999999999,6000.0,114.0,3500.0,13.539726337744348,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift ZXi,2015,50599.00000000003,Chennai,3850.0,1695.0,1530.0,42.0,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
City S Diesel,2015,60999.999999999956,Ranchi,4440.0,1695.0,1495.0,40.0,1497.9999999999998,98.99999999999999,3600.0,200.0,1750.0,13.247622182348156,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 SX Plus Special Edition,2015,138314.0,Hyderabad,4270.0,1780.0,1630.0,60.0,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bolero Power Plus ZLX [2016-2019],2017,92000.00000000007,Lucknow,3995.0,1745.0,1880.0,50.0,1493.0,70.00000000000003,3600.0,195.0,1400.0,13.7548285741869,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
XJ 3.0 V6 Portfolio,2015,39000.0,Delhi,5252.0,1899.0,1457.0,83.0,2993.0000000000027,271.00000000000006,4000.0,600.0,2000.0,14.766056716400424,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R LXI CNG,2017,43000.00000000002,Agra,3599.0,1495.0,1700.0,35.0,998.0000000000002,57.999999999999986,6200.0,77.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
GLC 220d 4MATIC Progressive [2019-2021],2019,10000.00000000001,Delhi,4658.0,1890.0,1644.0,66.0,1950.0000000000005,192.0,3800.0,400.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C-Class C 220d Progressive [2018-2019],2019,32999.99999999999,Delhi,4686.0,1810.0,1442.0,66.0,1950.0000000000005,192.0,3800.0,400.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C-Class 220 CDI AT,2022,12500.0,Hyderabad,4596.0,1770.0,1447.0,66.0,2148.000000000001,170.00000000000006,3700.0,410.0,2000.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Verna Fluidic 1.6 VTVT SX AT,2015,58199.999999999956,Mumbai,4370.0,1700.0,1475.0,43.0,1590.9999999999998,121.00000000000003,6300.0,158.0,4200.0,13.332835658211609,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
GLA 200 CDI Sport,2017,25000.000000000004,Mumbai,4417.0,1804.0,1494.0,50.0,2143.0000000000005,133.99999999999997,3600.0,300.0,1600.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vento Highline 1.0L TSI,2021,37230.0,Hyderabad,4390.0,1699.0,1467.0,55.0,999.0000000000003,108.99999999999997,5000.0,175.0,1750.0,13.36190214923346,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Glanza G CVT,2019,25000.000000000004,Delhi,3995.0,1745.0,1510.0,37.0,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,14.103649799670542,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Swift VDi,2017,104999.99999999997,Pune,3850.0,1695.0,1530.0,42.0,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Swift DZire VXI AT,2017,44099.99999999998,Mumbai,3995.0,1695.0,1555.0,42.0,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Compass Longitude (O) 1.4 Petrol AT [2019-2020],2019,57000.000000000044,Hyderabad,4395.0,1818.0,1640.0,60.0,1367.9999999999998,159.99999999999994,5500.0,250.0,2500.0,14.252383454646322,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
X1 xDrive20d M Sport,2017,75000.00000000004,Coimbatore,4439.0,1821.0,1612.0,51.0,1995.0000000000007,188.0,4000.0,400.0,1750.0,14.970197610360676,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grand i10 Magna AT 1.2 Kappa VTVT,2019,14999.99999999999,Chandigarh,3765.0,1660.0,1520.0,43.0,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta SX 1.6 CRDi,2019,58900.000000000015,Agra,4270.0,1780.0,1665.0,55.0,1581.9999999999993,126.0,4000.0,260.0,1500.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VXI,2014,58999.99999999997,Guwahati,3995.0,1695.0,1555.0,42.0,1196.9999999999995,85.00000000000001,6000.0,114.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i10 Magna 1.2 Kappa2,2013,15780.000000000013,Thane,3585.0,1595.0,1550.0,35.0,1196.9999999999995,79.0,6000.0,112.7619,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
V40 Cross Country D3,2015,43999.99999999997,Mumbai,4370.0,1783.0,1458.0,60.0,1983.9999999999993,149.99999999999997,3500.0,350.0,1500.0,14.426292544644863,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A4 35 TDI Premium,2016,57057.0,Ludhiana,4701.0,1826.0,1427.0,63.0,1967.9999999999998,176.99999999999994,4200.0,380.0,1750.0,14.645617786857711,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GLC 220 d Progressive,2017,45599.99999999998,Mumbai,4656.0,1890.0,1639.0,66.0,2143.0000000000005,167.99999999999997,3000.0,400.0,1400.0,14.979287245081439,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Santro XO eRLX - Euro III,2007,84999.99999999996,Coimbatore,3565.0,1525.0,1590.0,35.0,1085.9999999999998,62.99999999999999,5500.0,89.0,3000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
XE Prestige Diesel,2018,45544.99999999998,Chandigarh,4795.0,1967.0,1416.0,56.0,1998.9999999999993,176.99999999999994,4000.0,430.0,1750.0,14.766056716400424,13.81,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Eon Era +,2018,70000.00000000001,Kheda,3495.0,1550.0,1500.0,32.0,925.1908124790585,55.000000000000014,5500.0,75.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kodiaq Style 2.0 TDI 4x4 AT,2018,35000.00000000001,Pune,4697.0,1882.0,1665.0,63.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.940173966008981,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Ciaz Alpha Hybrid 1.5 [2018-2020],2019,33999.99999999999,Delhi,4490.0,1730.0,1485.0,43.0,1461.9999999999995,103.00000000000001,6000.0,138.0,4400.0,13.0876568212651,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Camry Hybrid,2015,92355.00000000004,Mumbai,4825.0,1825.0,1480.0,65.0,2494.0000000000005,202.00000000000006,5700.0,270.0,4500.0,14.103649799670542,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagon R VXI+,2020,7404.661098281211,Samastipur,3636.0,1491.0,1670.0,35.0,998.0000000000002,66.99999999999997,6200.0,90.0,3500.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Manza Aqua Safire BS-IV,2012,93000.00000000007,Unnao,4413.0,1703.0,1550.0,44.0,1367.9999999999998,90.0,6000.0,116.0,4750.0,13.539726337744348,13.81,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],2020,37002.999999999985,Bangalore,3765.0,1660.0,1520.0,43.0,1196.9999999999995,81.00000000000003,6000.0,114.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VDi,2009,139999.9999999999,Coimbatore,4160.0,1690.0,1530.0,43.0,1248.0000000000005,74.99999999999997,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swift DZire LDI,2018,46000.000000000044,Bhubaneswar,3995.0,1695.0,1555.0,42.0,1248.0000000000005,74.00000000000003,4000.0,190.0,2000.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jazz V Petrol,2016,54439.99999999999,Mumbai,3955.0,1694.0,1544.0,40.0,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Glanza G,2021,11029.999999999996,Bangalore,3995.0,1745.0,1510.0,37.0,1196.9999999999995,82.00000000000001,6000.0,113.0,4200.0,14.103649799670542,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XUV300 1.5 W6 [2019-2020],2020,57400.00000000004,Agra,3995.0,1821.0,1627.0,42.0,1497.0000000000007,115.00000000000001,3750.0,300.0,1500.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alto 800 Lx CNG,2017,44999.999999999985,Pune,3395.0,1491.0,1475.0,35.0,925.1908124790585,48.00000000000001,6000.0,69.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 SX Plus Special Edition,2015,90000.00000000001,Lucknow,4270.0,1780.0,1630.0,60.0,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Corolla Altis 1.8 G AT,2014,62999.99999999995,Delhi,4540.0,1760.0,1480.0,55.0,1797.9999999999995,138.00000000000006,6400.0,173.0,4000.0,14.103649799670542,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
GLA 200 d Sport,2016,61109.00000000001,Bangalore,4424.0,1804.0,1494.0,50.0,2143.0000000000005,133.99999999999997,3600.0,300.0,1600.0,14.979287245081439,13.81,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XUV500 W11 (O) AT,2018,43000.00000000002,Mumbai,4585.0,1890.0,1785.0,70.0,2179.000000000001,152.99999999999997,3750.0,360.0,1750.0,13.7548285741869,13.81,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nexon EV XZ Plus,2021,16000.000000000002,Mumbai,3993.0,1811.0,1606.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.539726337744348,13.81,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A-Class Sedan 200d,2021,7404.661098281211,Delhi,4549.0,1796.0,1446.0,43.0,1950.0000000000005,146.99999999999997,3400.0,320.0,1400.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Brio S MT,2012,66239.99999999997,Jaipur,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Endeavour Titanium 3.2 4x4 AT,2019,41525.99999999997,Coimbatore,4892.0,1860.0,1837.0,80.0,3165.290134357197,197.0,3000.0,470.0,1750.0,13.701192212433263,13.81,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Vento Comfortline Diesel,2014,79081.00000000006,Delhi,4384.0,1699.0,1466.0,55.0,1598.0,103.00000000000001,4400.0,250.0,1500.0,13.36190214923346,13.81,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Alto LXi BS-III,2009,64999.999999999956,Yamunanagar,3495.0,1491.0,1460.0,35.0,925.1908124790585,46.99999999999999,6200.0,62.0,3000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Zest XE 75 PS Diesel,2020,7404.661098281211,Ranchi,3995.0,1706.0,1570.0,44.0,1248.0000000000005,74.00000000000003,4000.0,190.0,1750.0,13.539726337744348,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Jazz V AT Petrol,2017,99000.00000000004,Noida,3955.0,1694.0,1544.0,40.0,1198.9999999999998,88.99999999999999,6000.0,110.0,4800.0,13.247622182348156,13.81,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
City SV Diesel,2014,84999.99999999996,Jaipur,4440.0,1695.0,1495.0,40.0,1497.9999999999998,98.99999999999999,3600.0,200.0,1750.0,13.247622182348156,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift VXi [2014-2017],2019,28999.999999999996,Kolkata,3850.0,1695.0,1530.0,42.0,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
C-Class 220 BlueEfficiency,2012,77999.99999999994,Mohali,4596.0,1770.0,1447.0,66.0,2143.0000000000005,170.00000000000006,4200.0,400.0,2800.0,14.979287245081439,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rapid Style AT,2020,46807.00000000001,Bangalore,4413.0,1699.0,1466.0,55.0,999.0000000000003,108.99999999999997,5000.0,175.0,1750.0,13.940173966008981,13.81,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Creta 1.6 S Plus AT,2017,70000.00000000001,Bangalore,4270.0,1780.0,1630.0,60.0,1581.9999999999993,126.0,4000.0,265.0,1900.0,13.332835658211609,13.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Punch Creative iRA Pack MT,2022,7500.0000000000055,Mumbai,3827.0,1742.0,1615.0,37.0,1198.9999999999998,83.99999999999999,6000.0,113.0,3300.0,13.539726337744348,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kwid 1.0 RXT [2016-2019],2016,34736.00000000002,Hyderabad,3679.0,1579.0,1478.0,28.0,999.0000000000003,66.99999999999997,5500.0,91.0,4250.0,13.085894547754995,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Eon Sportz,2013,33999.99999999999,Pune,3495.0,1550.0,1500.0,32.0,925.1908124790585,55.000000000000014,5500.0,75.0,4000.0,13.332835658211609,13.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cayenne 3.2 V6 Petrol,2014,43000.00000000002,Mumbai,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,15.073386981633433,13.81,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vitara Brezza VDi,2017,75793.00000000001,Navi Mumbai,3995.0,1790.0,1640.0,48.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Swift DZire VXI,2016,25999.999999999985,Delhi,3995.0,1695.0,1555.0,42.0,1196.9999999999995,83.00000000000003,6000.0,115.0,4000.0,13.0876568212651,13.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polo Comfortline 1.2L (D),2012,77999.99999999994,Raipur,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.36190214923346,13.81,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Wagon R LXi (O) 1.0 CNG [2019-2020],2019,50000.000000000015,Delhi,3655.0,1620.0,1675.0,60.0,998.0000000000002,57.999999999999986,5500.0,78.0,3500.0,13.0876568212651,13.81,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Vento Trendline Diesel,2012,80000.0,Chandigarh,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,13.36190214923346,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tiago Revotron XZA [2017-2019],2017,34866.99999999997,Mumbai,3746.0,1647.0,1535.0,35.0,1198.9999999999998,83.99999999999999,6000.0,114.0,3500.0,13.539726337744348,13.81,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Seltos HTK 1.5 Diesel [2020-2021],2020,26999.999999999978,Jaipur,4315.0,1800.0,1645.0,50.0,1493.0,113.00000000000003,4000.0,250.0,1500.0,14.082939331174831,13.81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Marazzo M6 Plus 8 STR,2021,36699.99999999997,Chennai,4585.0,1866.0,1774.0,45.0,1497.0000000000007,121.00000000000003,3500.0,300.0,1750.0,13.7548285741869,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Verna Fluidic 1.6 CRDi SX,2013,66000.0,Amritsar,4370.0,1700.0,1475.0,43.0,1581.9999999999993,126.0,4000.0,260.0,1900.0,13.332835658211609,13.81,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Fortuner 2.8 4x2 AT [2016-2020],2017,43999.99999999997,Delhi,4795.0,1855.0,1835.0,80.0,2754.999999999999,174.0,3400.0,450.0,1600.0,14.103649799670542,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Innova 2.7 GX AT 7 STR [2016-2020],2018,54000.00000000001,Mumbai,4735.0,1830.0,1795.0,65.0,2693.9999999999995,164.00000000000006,5200.0,245.0,4000.0,14.103649799670542,13.81,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
A4 30 TFSI Premium Plus,2020,16999.99999999999,Pune,4726.0,1842.0,1427.0,54.0,1394.9999999999998,147.99999999999994,5000.0,250.0,1500.0,14.645617786857711,13.81,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SX4 ZDI,2013,84000.00000000003,Delhi,4490.0,1735.0,1560.0,50.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XF Portfolio Diesel,2020,56000.000000000044,Chennai,5067.0,2035.0,1457.0,66.0,1998.9999999999993,176.99999999999994,4000.0,430.0,1750.0,14.766056716400424,13.81,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rexton RX7,2013,106223.00000000009,Ahmedabad,4755.0,1900.0,1785.0,78.0,2696.0000000000005,184.00000000000006,4000.0,402.0,3000.0,13.744651156585752,13.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Amaze 1.2 S i-VTEC,2014,58599.999999999985,Pune,3990.0,1680.0,1505.0,35.0,1198.0,87.0,6000.0,109.0,4500.0,13.247622182348156,13.81,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
GLC 220 d Sport,2018,47008.999999999985,Pune,4370.0,1775.0,1550.0,50.0,1497.9999999999998,117.00000000000003,4200.0,200.0,1900.0,14.979287245081439,13.81,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ecosport Titanium 1.5L TDCi,2017,92000.00000000007,Agra,3998.0,1765.0,1647.0,52.0,1497.9999999999998,98.99999999999999,3750.0,205.0,1750.0,13.701192212433263,13.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RS5 4.2 Coupe,2012,25500.0,Mumbai,4649.0,1860.0,1366.0,64.0,3165.290134357197,444.0,8250.0,430.0,4000.0,14.645617786857711,13.81,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ciaz ZDi (O) [2014-2015],2016,92000.00000000007,Mohali,4490.0,1730.0,1485.0,43.0,1248.0000000000005,88.99999999999999,4000.0,200.0,1750.0,13.0876568212651,13.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
